Reviews,Ratings,Food,Service,Ambience,Dates
An excellent special occasion experience! Highly recommended! ￼,5,5,5,5,November 11 2024
Absolutely fantastic. will return on future trips.,5,5,5,5,November 10 2024
Excellent.   First time and it was great.  And delish.  So much history.,5,5,5,5,November 10 2024
We had to ask our waiter to remove a bug that was crawling on the table. He brought over a napkin to grab it. we had it trapped under a plate while we waited for it to be removed. The waiter apologized but we didn’t see a manager at all. The food was good. not outstanding,3,3,3,3,November 10 2024
Fabulous- words don’t do it justice- a phenomenal experience!!!,5,5,5,5,November 10 2024
BYRON and Erik were great and we just absolutely adore  Venmo . He is the best.,5,5,5,5,November 10 2024
This place never disappoints. My go to for out of town guests.,5,5,5,5,November 9 2024
It was our 17th anniversary and we got to say hello to the chef. The meal was amazing. everything was fresh and delicious for the rolls to the slice of celebratory cheesecake we were complimented. It was really fun watching the ceasar salad being made. There was RatPack music playing and the staff was so nice. Best Midori sour I ever had.. Cheer to the staff for making this a wonderful and memorable night.,5,5,5,5,November 9 2024
Service was exceptional  Food was brought out in a timely manner drinks were constantly being refilled. Wait staff was friendly and attentive   Will return again,5,5,5,5,November 9 2024
Absolutely.positively the best steak I've ever had.  The lobster was phenomenal.  The entire meal and experience was everything I hoped for.  Entire party had a great time.    Wish I could give more stars.,5,5,5,5,November 9 2024
For our anniversary. we treated ourselves at The Golden Steer Steakhouse and it was a phenomenal experience.   The service was exceptional. making us feel celebrated and attended to. The food was delicious. the table side Caesar salad was fantastic. the Filets were outstanding and cooked to perfection. Every bite melted in our mouths. Our sides were equally delicious. twice baked potato. prime macaroni and cheese and sweet creamed corn. We ended our dining experience with table side cherry jubilee. it was to die for!   The Golden Steer made our anniversary dinner unforgettable. It’s a must visit for anyone in search of a memorable dining experience in Las Vegas.,5,5,5,5,November 8 2024
Food was AMAZING! The BEST steak dinner I have had in LV with exceptional customer service. Table side Cesar Salad is a must when dining here. Sat in the Marilyn Monroe booth that gave an old school vibe. Reservation was the last time slot available and did not feel rushed. Opt for the Bananas Foster dessert and it did not disappoint.  Will definitely be back.,5,5,5,5,November 7 2024
it was a really exciting evening! see you surely again👌,5,5,5,5,November 7 2024
They only do one bill. They won’t separate parties at the table   It wasn’t an issue in the end and not a deal breaker. Just a heads up would have been nice. They said it’s because one person use to pick up the whole check.  lol not in 2024 our total was over $500.  Our friend had oysters and they were very tiny! He was not impressed,5,5,5,3,November 7 2024
Top notch service! Food was excellent. Can’t wait to plan our next trip back!,5,5,5,5,November 7 2024
Well worth the difficulty getting a reservation. I tried to get a reservation over a month in advance but with no luck. So I made alerts for an opening. I got several notifications but again disappointed to click the button and find it was gone to someone else. Finally only days before our trip I did succeed  and it was worth it. The service .food.and atmosphere were excellent. Our reservation was at 9:30 so one of the lasts of the day. Our food took a little longer to come out and we were offered free dessert. We were pretty full after dinner so they gave us dessert to go. I ordered a 12 oz prime rib and got the 18 oz which they gave to me at the 12 price so lucky me had lunch the next day.  We will definitely go back(if we can get a reservation)!!!,5,5,5,5,November 6 2024
Absolutely awesome experience. Service was on point. Food was excellent. The restaurant had a great party fun atmosphere. Will definitely come back. Delicious!,5,5,5,5,November 6 2024
To begin the service was impeccable! Every staff member that came by our table was attentive and they took a team approach to providing the best possible service. Our group of  four tried several different appetizers. meals. desserts. and cocktails each of which were amazing! Our server was great at answering all the questions we had and guiding us through our meal. He made excellent suggestions for both food and cocktail variations that really helped make our experience exceptional! Thank you so much for raising the bar and  allowing us to experience such a great dining atmosphere.￼￼,5,5,5,5,November 6 2024
Salad for two. Crab. Ribeye steak. & Lobster. a Wonderful Birthday thanks to JUSTIN. our wine connoisseur and the GREATEST PERSON at The Golden Steer!!,5,5,5,5,November 5 2024
Visitors from uk. Having been to Vegas before we knew about the Golden Steer. This time I was organised enough to book a table 3 months in advance so guarantee we got a table for this visit. Totally worth it. having tried other “celebrity” steak houses on the strip. this place really is real deal. Great atmosphere. delicious food and takes you back in time with all the history. The steak though is what you go for and you won’t be disappointed. Totally yummy xx,5,5,5,5,November 4 2024
