Reviews,Ratings,Food,Service,Ambience,Dates
WARNING ALL TO READ THIS BEFORE BOOKING. Made reservation months before we went on 11-27-2024. day before Thanksgiving.  When you reserve online. instructions say if you cancel less than 2 days of the reservation. you will be charged $25 per person.  Need credit card to make reservation. We thought NBD.  Our reservation is 2 adults & 3 kids.  On the 26th. the day before our reservation. we get an email from Patricia Rojas. ASST MANAGER stating they've increase their prices due to the holidays.  When we booked. I think it was $69.99. Patricia said that the holiday price will be $94.99. a $25 increase.  I respond to Patricia's email that it's the day before Thanksgiving & that's not a holiday as well as the notification is within the 2 day penalty window to cancel. feels like this is restaurant entrapment.  I sent her 3 emails. she never responded to any.  I waited almost 2 weeks to see if she would respond before writing this review.  FIRST. I have lost trust in this company's ability to care or make it right. We have chosen to not offer anymore business with this buffet & all it's affiliates.  We arrive 45mins before reservation. online tells you show up 15 mins early. DO NOT. ARRIVE AN HOUR BEFORE. EXPECT TO WAIT IN 2 LINES (yes you wait in line to go to another line) Line 1 45 MINS & LINE 2 you wait another 10-15 mins.  SECOND. the food is not worth $94.99. Wynn Buffet is better if you're ok with less types of crab legs.  THIRD. the layout is such a maze & everyone was bumping into others which adds confusion to the order of where the line starts. where to begin. cutting through tables and your 90mins time. this may not seem important to others but when you have young children. it could be challenging.  FORTH. we had to wait almost 6 mins for sushi to come out. the crab legs & all desserts were low inventory. lines were so long. you end up in the way & disturbing others at their tables. it is unpleasant. GOOD RIDDANCE.  FYI we tipped a great happy server $50.,1,3,2,2,November 28 2024
Pros: There was a huge variety of food to accommodate every taste. The Asian dishes were mostly tasty and well prepared. The seafood had highs and lows - large prawns in shell were not overcooked and tasted sweet.  The brisket was nice. One in our group raved about the roast carrots.  Cons: The prime rib was fatty and ordinary. There were not enough vegetable dishes. We were expecting more Thanksgiving related items. but there weren’t any apart from dry turkey . No yams. no stuffing. no pie of any kind. The desserts were pretty. but flavorless and the lines for ice cream and crepes could not accommodate all those that wanted those options.  Biggest issue: The servers didn’t clear our plates. leaving no room on the table to get anything else. I had to find them twice to get them to clear them. As we are forced to tip in advance. there is no incentive to provide good service. Water glasses did not get refilled. There were no spoons available for soup or for ice cream. We felt hurried by the 90 minute time limit and having to wait in long lines for popular items meant we were rushed to eat when we finally got things and couldn’t enjoy our food.,3,3,1,1,November 28 2024
Despite inflation Bacchanal holds up its standards. I can only recommend this place if you want to spend some money. this is where you get your money’s worth and more. It’s just very popular and therefore always busy. Still a must go if you are in Vegas!,5,5,4,4,November 28 2024
Good food offering. Service okay. Atmosphere mediocre at best. One big room. What was very irritating was the time limit on a Wednesday. and how pushy they were in throwing you out. And why counting the Wednesday before thanksgiving as holiday and also increasing prices. In other words. could be good but our visit came with some aftertaste.,4,4,2,2,November 27 2024
Great items and familiar ones as well. A bit $$$$$ because it was a holiday! $94.99 + tax,5,5,5,5,November 27 2024
Don’t even try and go here services sucks by far the worst ever ￼experience,1,1,1,1,November 27 2024
Great warm snow crab legs . very tasty!  Will come back.,4,4,4,4,November 27 2024
Aún con la reservación hay que hacer una fila de unos 43 minutos. Lleguen con anticipación para no perder la reservación.,5,5,5,5,November 27 2024
Food was mainly delicious with just a few misses.  The wait to get in. even with a reservation. was unacceptable.  I probably wouldn’t go back for that reason.  We had a 5:00 reservation and waited in line for an hour before we were seated.,4,5,3,3,November 27 2024
They only give you 90min to eat. This is not enough time to experience the whole buffet. Had to wait 20 min at the carvery. Almost 30 min gone before I was  able to sit down and enjoy my 1st plate. 2 plate an more than an hour was gone and had to make my way to the deserts before we were booted out. Was very rushed and not able to savor the food or even have a conversation with my party. For $85 they need to give you at least 2hrs. Even if you ate nothing but crab you won't get your money's worth. Food was great though.,2,4,4,3,November 27 2024
I made a reservation but i couldn’t go inside. There was really long waiting line and i need to wait about 40min to 2hours. Even I made a reservation.. they did wrong reservation service.0,1,1,1,2,November 27 2024
the quality of the food was amazing. A little crowded but that is to be expected in Vegas at 5PM. The service and graciousness of the servers was fantastic!,4,5,5,3,November 27 2024
We reserved 4pm during weekday. The line for meats and dessert were extremely long. Among the 90 minutes. at least 30 minutes were spent on waiting in line. The beef brisket was good. All other meats were dry or tasteless. The lam was hard and cold probably because of not many people took. The crab legs were fresh and good. Overall it was not worth the price.,2,3,3,1,November 27 2024
Crowded. standing in line even WITH a reservation. chaos at the entrance and then having a 90 minute dining limit is not a good look. ￼The food was great. service was very good but it has the ambience of the Hunger Games. The 90 minute dining limit is demeaning considering with the tip you are paying over$220 for two people.  I felt like I had to rush to get food. eat it and get the hell out. I get to eat at my leisure even at damn Denny’s. I know the demand is high at Bacchanal’s and there have been previous issues with people overstaying their welcome but do better.,4,5,4,3,November 26 2024
